missing_values_id,missing_values_title,missing_values_company_name,missing_values_location,missing_values_link,missing_values_image_url,missing_values_salary_min,missing_values_salary_max,missing_values_published_date_parsed,missing_values_metadata,salary_min_stats_count,salary_min_stats_mean,salary_min_stats_std,salary_min_stats_min,salary_min_stats_25%,salary_min_stats_50%,salary_min_stats_75%,salary_min_stats_max,date_range_oldest,date_range_newest
0,0,0,0,0,0,214,214,107,0,25.0,62872.0,108353.80519391093,2500.0,4000.0,6000.0,60000.0,380000.0,2025-05-02 00:00:00,2025-05-31 00:00:00
